Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H29,Other assets,Financial position,"6,131",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H30,Total equity and liabilities,Financial position,"23,590",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"8,589",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H32,Current liabilities,Financial position,"8,363",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H33,Other liabilities,Financial position,"6,638",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars,H34,Total income per employee count,Financial ratios,"445,900",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars,H35,Surplus per employee count,Financial ratios,"7,600",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Percentage,H36,Current ratio,Financial ratios,100,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Percentage,H37,Quick ratio,Financial ratios,95,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Percentage,H39,Return on equity,Financial ratios,3,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Percentage,H40,Return on total assets,Financial ratios,1,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Percentage,H41,Liabilities structure,Financial ratios,36,ANZSIC06 division J
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H01,Total income,Financial performance,"5,310","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H04,Sales of goods and services,Financial performance,C,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H08,Total expenditure,Financial performance,"5,774","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H09,Interest and donations,Financial performance,35,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H10,Indirect taxes,Financial performance,13,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H11,Depreciation,Financial performance,303,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,095","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H13,Redundancy and severance,Financial performance,6,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"3,433","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H20,Non-operating expenses,Financial performance,895,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H21,Opening stocks,Financial performance,202,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H22,Closing stocks,Financial performance,162,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H23,Surplus before income tax,Financial performance,-504,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H24,Total assets,Financial position,"5,766","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H25,Current assets,Financial position,"3,012","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H26,Fixed tangible assets,Financial position,965,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H27,Additions to fixed assets,Financial position,231,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,42,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H29,Other assets,Financial position,"1,789","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"5,766","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,307","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H32,Current liabilities,Financial position,"2,694","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars (millions),H33,Other liabilities,Financial position,765,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars,H34,Total income per employee count,Financial ratios,"339,000","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Dollars,H35,Surplus per employee count,Financial ratios,"-32,200","ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Percentage,H36,Current ratio,Financial ratios,112,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Percentage,H37,Quick ratio,Financial ratios,106,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Percentage,H39,Return on equity,Financial ratios,-22,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Percentage,H40,Return on total assets,Financial ratios,-9,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ11,Information Media Services,Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H01,Total income,Financial performance,"8,938","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H04,Sales of goods and services,Financial performance,C,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H08,Total expenditure,Financial performance,"8,297","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H09,Interest and donations,Financial performance,523,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H10,Indirect taxes,Financial performance,28,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H11,Depreciation,Financial performance,"1,364","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,279","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H13,Redundancy and severance,Financial performance,7,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,020","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H20,Non-operating expenses,Financial performance,82,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H21,Opening stocks,Financial performance,114,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H22,Closing stocks,Financial performance,220,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H23,Surplus before income tax,Financial performance,747,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H24,Total assets,Financial position,"17,823","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H25,Current assets,Financial position,"5,320","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H26,Fixed tangible assets,Financial position,"8,161","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H27,Additions to fixed assets,Financial position,"1,445","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,26,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H29,Other assets,Financial position,"4,342","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"17,823","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"6,281","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H32,Current liabilities,Financial position,"5,670","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars (millions),H33,Other liabilities,Financial position,"5,872","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars,H34,Total income per employee count,Financial ratios,"548,800","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Dollars,H35,Surplus per employee count,Financial ratios,"45,900","ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H36,Current ratio,Financial ratios,94,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H37,Quick ratio,Financial ratios,90,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H39,Return on equity,Financial ratios,12,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H41,Liabilities structure,Financial ratios,35,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2019,Level 1,KK,Financial and Insurance Services,Dollars (millions),H01,Total income,Financial performance,"85,342",ANZSIC06 division K
2019,Level 1,KK,Financial and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"22,880",ANZSIC06 division K
2019,Level 1,KK,Financial and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"52,568",ANZSIC06 division K
